INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nickie','Summerson','1975-12-01','F','VN',1,'asset handler','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nicolle','Daenen','1986-01-05','F','CN',4,'translator','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eudora','Pigdon','1972-03-14','F','CN',3,'translator','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Papageno','Ends','1969-07-07','M','GR',1,'medical specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brewer','Carbert','1999-04-07','M','RS',6,'underwater specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Modestia','Berndtsson','1957-12-06','F','ID',8,'escape and evasion expert','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Thea','Blazevic','2004-05-28','F','RU',1,'influence operations specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mahmoud','Coryndon','1973-05-28','M','FR',8,'sniper','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Arny','Fawssett','1968-07-27','M','NG',10,'counterintelligence agent','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emmalynn','Taggerty','1972-04-12','F','CN',2,'influence operations specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Chaim','Magister','1960-09-10','M','PH',6,'underwater specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tammy','Fylan','1981-02-12','F','MX',8,'undercover agent','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Helen','Kopacek','1971-07-31','F','RU',6,'demolitions expert','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Siobhan','Wherrit','1964-01-09','F','NG',3,'medical specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lane','Meale','1981-01-11','F','SE',10,'cyber operative','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Claudette','Maryott','1985-09-28','F','FR',10,'sniper','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lewie','Shea','1992-08-27','M','PL',7,'infiltration expert','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Fredia','Focke','1979-10-07','F','IL',3,'negotiation expert','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hana','Foister','1956-11-11','F','CA',8,'escape and evasion expert','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Hermine','Anger','1961-09-27','F','BA',7,'survivalist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brennen','Mateja','1986-07-04','M','ID',1,'negotiation expert','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lacy','Perillo','1960-04-02','F','PL',6,'sniper','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ferris','Tomaskunas','1967-05-09','M','TD',4,'field operative','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sandye','Terzo','1982-04-06','F','NG',2,'counterintelligence agent','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eveline','Buckell','1984-07-13','F','IR',8,'sniffer','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Robenia','Wherrett','1975-07-27','F','ID',5,'field operative','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kendell','Briddock','1968-05-26','M','HR',8,'communications specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kendal','Cowup','1959-09-07','M','RS',7,'undercover agent','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Diana','Peddowe','1956-04-25','F','PL',9,'medical specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Andrea','Gricewood','2001-06-18','F','CN',8,'infiltration expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dolli','Bewsey','1979-06-23','F','SE',3,'intelligence analyst','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Betty','Edmand','1956-12-04','F','RU',5,'psychological warfare specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Eulalie','Letteresse','1984-09-13','F','ID',6,'psychological warfare specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Boote','Down','1975-05-08','M','TH',10,'translator','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Foss','Sheeryne','1997-08-31','M','PH',8,'negotiation expert','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ruddie','Spino','1987-05-04','M','CN',1,'translator','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marj','Kitchinham','1986-05-20','F','CN',8,'communications specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kippie','Dowdney','1992-09-16','M','KR',8,'assassin','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Stephan','White','1966-06-12','M','BR',10,'negotiation expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Allie','Stanger','1998-02-07','M','US',5,'escape and evasion expert','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Zsazsa','Ledgerton','1956-09-15','F','SY',8,'communications specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Erda','Boultwood','2002-04-07','F','PT',7,'undercover agent','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Carlita','Whitehead','1965-08-16','F','ID',4,'technical specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Suki','Micklem','1995-05-27','F','JP',10,'cyber operative','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wilone','Scrymgeour','1985-12-31','F','MY',1,'communications specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elnar','Humphries','1981-12-01','M','MA',2,'counterterrorism specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Raymond','Probbin','2004-11-08','M','IL',5,'cyber operative','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Waldo','Elsop','1997-08-14','M','GU',9,'sniper','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lainey','Rawcliffe','1994-04-28','F','ID',7,'counterintelligence agent','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aurlie','Dassindale','1966-05-24','F','CN',10,'demolitions expert','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Humfrey','Marjanski','1987-08-05','M','SI',10,'technical specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Val','Alelsandrowicz','1998-10-23','F','AR',5,'sniper','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Darcey','Rodinger','1987-03-11','F','CN',3,'medical specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Christan','Claiton','1995-09-17','F','FI',1,'technical specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Merla','Stearn','1955-03-06','F','VE',5,'combat specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ardenia','Alessandro','2000-07-15','F','YE',3,'intelligence analyst','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Allyce','Dealy','1959-03-30','F','ID',7,'intelligence analyst','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sherlocke','Spears','1992-09-04','M','CN',3,'rogue hunter','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Corenda','Syers','1998-11-01','F','RU',10,'assassin','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tootsie','Kinnon','1984-01-03','F','CL',5,'agent in place','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tabbatha','Bantock','1966-05-03','F','DE',1,'sniffer','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Orelia','Bearman','1998-10-16','F','US',3,'undercover agent','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Garret','Sunner','1997-07-28','M','GR',7,'assassin','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Renault','Lovelock','1963-04-20','M','FR',5,'influence operations specialist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ham','Maddern','1959-12-24','M','NE',1,'infiltration expert','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lorianna','Pegg','2004-09-22','F','IR',6,'infiltration expert','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Katti','Gossart','1954-06-27','F','PL',4,'survivalist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Zabrina','Diche','1994-06-30','F','ID',8,'interrogation specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Isidore','Paradine','1957-10-24','M','BR',8,'agent in place','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dwight','Hunt','1973-03-13','M','CN',4,'influence operations specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Yancy','Matthaus','1989-10-07','M','ID',4,'technical specialist','covert diplomacy');
